
57 | Piaget, Jean | El lenguaje y el pensamiento en el niño | Buenos Aires | Guadalupe | 1983 | DESARROLLO DEL LENGUAJE ';; 'DESARROLLO COGNOSCITIVO ';; 'TECNICAS DIDACTICAS ';; 'PSICOLOGIA EVOLUTIVA ';; 'COMUNICACION VERBAL | 950-500-070-7
###
 | Diez, Mari Carmen | Arte en la escuela infantil | Buenos Aires | Novedades Educativas | 2006 | EDUCACION ARTISTICA ';; 'CREATIVIDAD ';; 'DESARROLLO DE LA CREATIVIDAD ';; 'ESTRATEGIAS METODOLOGICAS ';; 'RECURSOS DIDACTICOS ';; 'PROYECTO | 987-538-159-4
###
 | Candia, María Renée | La organización de situaciones de enseñanza | Buenos Aires | Novedades Educativas | 2006 | TALLERES ';; 'DIDACTICA ';; 'PRACTICA EDUCATIVA ';; 'APRENDIZAJE ';; 'HISTORIA DE LA EDUCACION | 10-987-538-161-6
###
 | Rabinovich, Josefina | Educación sexual desde la  primera infancia | Buenos Aires | Novedades Educativas | 2006 | NIVEL INICIAL ';; 'RELACION FAMILIA-ESCUELA ';; 'JARDINES DE INFANCIA ';; 'EDUCACION SEXUAL ';; 'DESARROLLO DEL NINO ';; 'CARACTERISTICAS PSICOLOGICAS ';; 'NECESIDADES PSICOLOGICAS ';; 'PAPEL DE LA FAMILIA | 987-538-180-2
###
 |  | Articulación entre niveles | Buenos Aires | Novedades Educativas | 2005 | NIVELES DE EDUCACION ';; 'INTERDISCIPLINARIEDAD ';; 'ACTIVIDADES INTEGRADAS ';; 'LITERATURA ';; 'ALFABETIZACION ';; 'CIENCIAS SOCIALES ';; 'CIENCIAS NATURALES ';; 'EDUCACION ARTISTICA | 987-538-123-3
###
 | Gorostiza, Carlos | El pan de la locura | Buenos Aires | Colihue | [2000] | TEATRO ';; 'LITERATURA ARGENTINA ';; 'LITERATURA CONTEMPORANEA | 950-581-101-2
###
 |  | Infancias y problemas sociales en un mundo que cambia | Buenos Aires | Novedades Educativas | 2005 | INFANCIA ';; 'NINEZ ';; 'DERECHO DE LOS NINOS ';; 'PROBLEMAS SOCIALES ';; 'GRUPOS DESFAVORECIDOS ';; 'MULTICULTURALISMO ';; 'FUNCION DEL DOCENTE ';; 'RELACION ALUMNO-DOCENTE ';; 'RELACION ESCUELA-COMUNIDAD ';; 'ESTRATEGIAS METODOLOGICAS | 
###
 | Pugliese, María | Las competencias lingüísticas en la escuela infantil | Buenos Aires | Novedades Educativas | 2005 | LENGUA MATERNA ';; 'JARDINES DE INFANCIA ';; 'MATERIAL DIDACTICO ';; 'DESARROLLO DEL LENGUAJE ';; 'LENGUAJE DEL NINO ';; 'DESARROLLO DEL LENGUAJE ';; 'COMUNICACION ';; 'LENGUA ORAL ';; 'LENGUA ESCRITA ';; 'LITERATURA INFANTIL | 987-538-135-7
###
 |  | Dirección y organización de instituciones para niños pequeños | Buenos Aires | Novedades Educativas | 2005 | ORGANIZACION ';; 'JARDINES DE INFANCIA ';; 'ORGANIZACION ADMINISTRATIVA ';; 'DIRECTORES ';; 'GESTION INSTITUCIONAL | 987-538-126-8
###
 |  | El período de iniciación  | Buenos Aires | Novedades Educativas | 2000 | ADAPTACION ';; 'ADAPTACION DEL ALUMNO ';; 'ADAPTACION EMOCIONAL | 0329-7853
###
 |  | Los derechos del niño | Rawson | Dirección de Impresiones Oficiales | [s. d.] | DERECHOS DEL NINO ';; 'CONSTITUCIONES | 
###
 |  | Conflictos y violencia en los ámbitos educativos | Buenos Aires | Novedades Educativas | 2000 | CONFLICTOS ';; 'ESCUELA ';; 'PROBLEMAS DE LA JUVENTUD ';; 'PARTICIPACION DEL ALUMNO ';; 'VIOLENCIA | 
###
 |  | Infancias y adolescencias, teoria y experiencias en el borde | Buenos Aires | Novedades Educativas | 2003 | INFANCIA ';; 'ADOLESCENTES ';; 'PROBLEMAS SOCIALES ';; 'POBREZA ';; 'POLITICAS ECONOMICAS ';; 'DERECHOS HUMANOS ';; 'SALUD MENTAL ';; 'PAPEL DE LA ESCUELA ';; 'MULTICULTURALIDAD ';; 'INTERVENCION | 987-538-080-6
###
 | Llobet, Valeria | Sexualidad, salud y derechos | Buenos Aires | Novedades Educativas | 2005 | EDUCACION SEXUAL ';; 'ADOLESCENTES ';; 'PAPEL DE LA ESCUELA ';; 'DERECHOS HUMANOS ';; 'NECESIDADES PSICOLOGICAS ';; 'MALTRATO INFANTIL ';; 'ESTUDIOS DE CASOS ';; 'MATERNIDAD ADOLESCENTE | 987-538-122-5
###
 | Lajonquiere, Leandro de | Violencia, medios y miedos | Buenos Aires | Novedades Educativas | 2005 | INFANCIA ';; 'PROBLEMAS SOCIALES ';; 'MEDIOS DE COMUNICACION SOCIAL ';; 'INVESTIGACION ';; 'PAPEL DE LA ESCUELA ';; 'VIOLENCIA | 987-538-127-6
###
 |  | Comunidad, discapacidad y exclusión social | Buenos Aires | Novedades Educativas | 2005 | EDUCACION ESPECIAL ';; 'DIVERSIDAD ';; 'DISCAPACIDAD ';; 'POLITICA EDUCATIVA ';; 'GRUPOS DESFAVORECIDOS ';; 'REHABILITACION | 987-538-130-6
###
 |  | Diagnósticos en la infancia | Buenos Aires | Novedades Educativas | 2005 | INFANCIA ';; 'ESTUDIOS DE CASOS ';; 'CRITERIOS DE INVESTIGACION ';; 'INTELIGENCIA ';; 'PSICOTERAPIA ';; 'DERECHOS HUMANOS | 987-538-142-X
###
 |  | La pedagogía y los imperativos de la época | Buenos Aires | Novedades Educativas | 2005 |  | 987-538-149-7
###
 |  | La escuela frente al límite | Buenos Aires | Novedades Educativas | 2006 | PEDAGOGIA ';; 'ESCUELAS PUBLICAS ';; 'EDUCACION DEL NINO ';; 'NINEZ ';; 'POBREZA ';; 'INVESTIGACION EDUCACIONAL ';; 'POLITICA EDUCATIVA ';; 'CONFLICTO ';; 'ESTUDIOS DE CASOS ';; 'PAPEL DE LA ESCUELA ';; 'METAS EDUCACIONALES | 987-538-153-5
###
 |  | Interés, motivación, deseo | Buenos Aires | Novedades Educativas | 2007 | PEDAGOGIA ';; 'APRENDIZAJE ';; 'ENSENANZA ';; 'TEORIA DE LA EDUCACION ';; 'MOTIVACION DEL ALUMNO ';; 'ACTITUD DEL ALUMNO ';; 'NECESIDADES DEL ALUMNO ';; 'MOTIVACION DEL DOCENTE ';; 'OBJETIVOS EDUCACIONALES ';; 'MEDIOS DE COMUNICACION ';; 'INFLUENCIA DEL AMBIENTE | 987-538-158-3
###
 |  | Malestar docente | Buenos Aires | Novedades Educativas | 1999 | BIENESTAR DEL DOCENTE ';; 'CARGA DE TRABAJO DEL DOCENTE ';; 'CONDICION DEL DOCENTE ';; 'CONDICIONES DE TRABAJO DEL DOCENTE ';; 'GRUPOS DE TRABAJO ';; 'GRUPOS DESFAVORECIDOS ';; 'SALUD MENTAL ';; 'PRACTICA DOCENTE | 
###
 |  | La escuela y los medios | Buenos Aires | Novedades Educativas | 1999 | ESCUELA ';; 'COMUNICACION ';; 'MEDIOS DE COMUNICACION SOCIAL ';; 'RELACION ESCUELA-COMUNIDAD ';; 'RADIO ';; 'TELEVISION ';; 'PRENSA ';; 'CINE | 
###
 |  | La escuela | Buenos Aires | Novedades Educativas | 2002 | FRACASO ESCOLAR ';; 'ESCUELA INCLUSIVA ';; 'APRENDIZAJE ';; 'GRUPOS DESFAVORECIDOS ';; 'DEMOCRATIZACION DE LA EDUCACION ';; 'DETERMINISMO BIOLOGICO ';; 'EXITO ';; 'EXPECTATIVAS EDUCACIONALES ';; 'DERECHOS HUMANOS | 
###
 |  | Instituciones educativas | Buenos Aires | Novedades Educativas | 1999 | INSTITUCIONES EDUCATIVAS ';; 'ORGANIZACION ESCOLAR ';; 'INTERVENCION ';; 'PROYECTOS ';; 'CALIDAD DE LA EDUCACION | 
###
 | Morgade, Graciela | Sexualidad y educación | Buenos Aires | Novedades Educativas | 2001 | EDUCACION  SANITARIA ';; 'EDUCACION SEXUAL ';; 'SEXUALIDAD ';; 'JOVENES ';; 'EMBARAZO ';; 'DERECHOS HUMANOS ';; 'MALTRATO INFANTIL | 
###
 |  | El maestro que aprende | Buenos Aires | Novedades Educativas | 1998 | FORMACION  DOCENTE ';; 'RESPONSABILIDAD DEL DOCENTE ';; 'NECESIDADES DE CONOCIMIENTOS ';; 'PRACTICA EDUCATIVA ';; 'CONDICIONES DE TRABAJO ';; 'MEDIOS DE ENSENANZA | 
###
 |  | La escuela en contextos turbulentos | Buenos Aires | Novedades Educativas | 1998 | COMPORTAMIENTO DEL ALUMNO ';; 'COMPORTAMIENTO DEL DOCENTE ';; 'EVALUACION DEL COMPORTAMIENTO ';; 'PROBLEMAS SOCIALES ';; 'JOVENES ';; 'PRACTICA EDUCATIVA ';; 'VALORES | 
###
 |  | Mediación escolar | Buenos Aires | Novedades Educativas | 1998 | MEDIACION ';; 'TEORIA DE LA MEDIACION ';; 'MEDIADORES ';; 'SOLUCION DE CONFLICTOS ';; 'PROGRAMAS ';; 'ACTITUD SOCIAL ';; 'CONFLICTOS | 
###
 |  | Los atrasados escolares | Buenos Aires | Novedades Educativas | 1998 | DIFICULTADES EN EL APRENDIZAJE ';; 'DIAGNOSTICO CLINICO ';; 'TEORIAS DE APRENDIZAJE ';; 'DIAGNOSTICO EDUCACIONAL ';; 'FRACASO ESCOLAR | 
###
 |  | Orientación vocacional | Buenos Aires | Novedades Educativas | 1999 | ORIENTACION EDUCACIONAL ';; 'EDUCACION PARA EL TRABAJO ';; 'JOVENES ';; 'DESEMPLEO DE LOS JOVENES ';; 'EDUCACION Y EMPLEO ';; 'EMPLEO DEL ESTUDIANTE | 
###
 |  | Consumos de alcohol y otras drogas | Buenos Aires | Novedades Educativas | 1999 |  | 
###
 | Lanz, María Zulma (comp) | El aprendizaje autorregulado | Buenos Aires | Novedades Educativas | 2006 | APRENDIZAJE ';; 'ESTUDIANTES UNIVERSITARIOS ';; 'ESTUDIANTES ';; 'AUTOAPRENDIZAJE ';; 'PSICOLOGIA DE LA EDUCACION ';; 'MOTIVACION ';; 'PSICOLOGIA COGNITIVA | 10-987-538-160-8
###
 | Amadeo, María J | Educación especial | Buenos Aires | Novedades Educativas | 2003 | EDUCACION ESPECIAL ';; 'ESTUDIANTES UNIVERSITARIOS ';; 'ROL DEL DOCENTE ';; 'PERFECCIONAMIENTO DEL DOCENTE ';; 'RETARDO MENTAL ';; 'INTEGRACION | 10:987-538-077-6
###
 | Menghi, Luis Alberto | Tiempo de aventura | Buenos Aires | Plus Ultra | 1983 | LECTURA ';; 'LENGUA ';; 'LIBROS DE TEXTO | 950-21-0547-8
###
 | Di Sanza, Silvia del Lujan | Filosofia | Buenos Aires | Santillana | 1999 | FILOSOFIA | 950-46-0694-6
###
 | Andruetto, María Teresa | La mujer vampiro | Buenos Aires | Sudamericana | 2001 | CUENTOS ';; 'CUENTOS DE SUSPENSO ';; 'LITERATURA INFANTIL ';; 'LITERATURA ARGENTINA | 950-07-2141-4
###
 | Homero | La Ilíada y la Odisea | Buenos Aires | Sigmar | 1994 | CUENTOS ';; 'LEYENDAS ';; 'LITERATURA GRIEGA ';; 'LITERATURA CLASICA ';; 'MITOLOGIA GRIEGA ';; 'LITERATURA INFANTIL | 
###
 | Hernández, José | Martín Fierro | Buenos Aires | Sigmar | 1992 | POESIAS ';; 'LITERATURA INFANTIL ';; 'LITERATURA ARGENTINA ';; 'LITERATURA GAUCHESCA | 950-11-0007-3
###
 | Cervantes Saavedra, Miguel de | Don Quijote de la Mancha | Buenos Aires | Sigmar | 1993 | NOVELAS ';; 'NOVELAS DE AVENTURAS ';; 'NOVELAS DE CABALLERIA ';; 'LITERATURA INFANTIL ';; 'LITERATURA ESPANOLA ';; 'LITERATURA UNIVERSAL | 950-11-0004-9
###
 | Martinez, Paulina | Leyendas Americanas | Buenos Aires | Sigmar | 1993 | LEYENDAS ';; 'LEYENDAS AMERICANAS ';; 'LITERATURA INFANTIL | 950-11-0133-9
###
 | Feldman, Daniel | Curriculum, maestros y especialistas | Buenos Aires | Libros del Quirquincho | [1994] | INNOVACIONES EDUCACIONALES ';; 'CALIDAD DE LA EDUCACION ';; 'ROL DEL DOCENTE | 950-737-149-4
###
 | Saint-Exupéry, Antoine de | El principito  | Buenos Aires | Emecé | 1993 | CUENTOS ';; 'CUENTOS MARAVILLOSOS ';; 'LITERATURA INFANTIL ';; 'LITERATURA FRANCESA | 950-04-0100-2
###
 | Baquero, Ricardo | Vigotsky y el aprendizaje escolar  | Buenos Aires  | Aique | 1996 | PSICOLOGIA DE LA EDUCACION ';; 'LENGUAJE ';; 'PENSAMIENTO ';; 'COGNICION ';; 'PROCESOS MENTALES SUPERIORES ';; 'DESARROLLO DEL NINO ';; 'DESARROLLO DEL LENGUAJE ';; 'PSICOLOGIA DE LOS PROCESOS SENSORIALES ';; 'PERCEPCION ';; 'CULTURA ';; 'APRENDIZAJE ';; 'PEDAGOGIA | 950-701-333-4
###
 | Oblitas Béjar, Beatriz | Trabajo social y violencia familiar | Buenos Aires | Espacio | 2006 | TRABAJO SOCIAL ';; 'FORMACION PROFESIONAL ';; 'PROBLEMAS FAMILIARES ';; 'VIOLENCIA CONTRA LAS MUJERES ';; 'GESTION | 
###
 | Drago, Alfredo | Educación Cívica 1 | Buenos Aires | Stella | 1995 | EDUCACION CIVICA ';; 'FAMILIA ';; 'ESCUELA | 950-525-248-8
###
 | Mérega, Herminia | Ciencias naturales 4 | Buenos Aires | Santillana | 2000 | CIENCIAS NATURALES | 950-46-0810-8
###
 | Mérega, Herminia | Ciencias naturales 6 | Buenos Aires | Santillana | 2000 | CIENCIAS NATURALES | 950-46-0810-4
###
 | Stevenson, Robert Louis | El extraño caso del doctor Jekyll y el señor Hyde  | Barcelona | Mondadori | 2000 | NOVELAS ';; 'NOVELAS DE SUSPENSO ';; 'LITERATURA JUVENIL ';; 'LITERATURA INGLESA | 84-397-0572-7
###
 |  | Cuaderno matemáticas 7 E.G.B C.S | Barcelona | Edebé | 1991 | MATEMATICAS ';; 'LIBROS DE TEXTO | 84-236-2380-7
###
 |  | Evaluar desde el comienzo | Buenos Aires | Novedades Educativas | 2004 | NIVEL INICIAL ';; 'EVALUACION DEL DOCENTE ';; 'JARDINES DE INFANCIA ';; 'EVALUACION DEL ALUMNO ';; 'CRITERIOS DE EVALUACION ';; 'METODOS DE EVALUACION ';; 'EVALUACION INSTITUCIONAL | 987-538-117-9
###
 |  | Matemática 5 E.G.B. | Buenos Aires | Santillana | 2000 | MATEMATICAS ';; 'LIBROS DE TEXTO ';; 'ENSENANZA PRIMARIA | 950-46-0808-6
###
 | Vazquez de Tapia, Nelly | Matemática 1 | Buenos Aires | Estrada | 1980 | MATEMATICAS ';; 'LIBROS DE TEXTO ';; 'ACTIVIDADES DE APRENDIZAJE | 
###
 | Vazquez de Tapia, Nelly | Matemática  | Buenos Aires | Estrada | 1984 | MATEMATICAS ';; 'LIBROS DE TEXTO ';; 'ACTIVIDADES DE APRENDIZAJE | 950-01-0208-0
###
 |  | Curso para supervisores y directores de instituciones educativas | Buenos Aires | Ministerio de Cultura y Educación de la Nación | 1998 | DIRECTORES ';; 'GESTION EDUCATIVA ';; 'GESTION INSTITUCIONAL | 950-00-0183-7
###
 | Pescetti, Luis María | Juegos de lectura en voz alta | Buenos Aires | Novedades Educativas | 1999 | LECTURA EN VOZ ALTA ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'JUEGOS EDUCATIVOS ';; 'CREATIVIDAD ';; 'ACTIVIDADES EN GRUPO | 987-9191-58-7
###
 | May, Peter | Knockout | Hong Kong | Oxford University Press | 1999 | INGLES ';; 'LIBROS DE TEXTO | 0-19-453365-4
###
 | May, Peter | Knockout | Hong Kong | Oxford University Press | 1999 | INGLES ';; 'LIBROS DE TEXTO | 0-19-453364-6
###
 | May, Peter | Knockout | Hong Kong | Oxford University Press | 1999 | INGLES ';; 'LIBROS DE TEXTO | 0-19-453364-6
###
 | Davies, Paul A | All Stars | Hong Kong | Oxford University Press | 2003 | INGLES ';; 'LIBROS DE TEXTO | 0-19-454083-9
###
 | Goldstein, Beatriz | Genes y ambiente | Buenos Aires | Novedades Educativas | 1999 | GENETICA ';; 'ETICA ';; 'MORAL ';; 'RELACIONES RACIALES ';; 'DERECHOS HUMANOS | 987-9191-62-5
###
 | Dido, Juan Carlos | Pedagogía de los derechos del niño | Buenos Aires | Novedades Educativas | 1999 | DERECHOS HUMANOS ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'DERECHOS DEL NINO | 987-9191-61-7
###
 | Goldstein, Beatriz | Sida... | Buenos Aires | Novedades Educativas | 1999 | EDUCACION SEXUAL ';; 'ENFERMEDADES CONTAGIOSAS ';; 'PREVENCION DE LA ENFERMEDAD | 987-9191-63-3
###
 | Soutullo, Miguel | Introducción al ajedrez escolar | Buenos Aires | Novedades Educativas | 1999 | JUEGOS EDUCATIVOS ';; 'AJEDREZ ';; 'ESTRATEGIAS DIDACTICAS ';; 'MOTIVACION DEL ALUMNO | 987-9191-64-1
###
 | Goldstein, Beatriz | Educación y comunicación ambiental | Buenos Aires | Novedades Educativas | 1999 | EDUCACION AMBIENTAL ';; 'ECOLOGIA ';; 'DESARROLLO HUMANO ';; 'MOTIVACION DEL ALUMNO ';; 'COMUNICACION ';; 'ACTIVIDADES DE APRENDIZAJE ';; 'MEDIO AMBIENTE | 987-9191-59-5
###
 | Tenewicki, Inés | Chicos en la calle | Buenos Aires | A-Z | [1998] | NINOS DE LA CALLE ';; 'NINOS SOCIALMENTE DESFAVORECIDOS ';; 'NINOS ABANDONADOS ';; 'NINOS MALTRATADOS | 950-534-547-X
###
 | D'Amico, Sandra Irene | Un planeta, muchos interrogantes | Buenos Aires | Hola Chicos | 2006 | CIENCIAS ';; 'TECNOLOGIA ';; 'ACTIVIDADES ';; 'EXPERIMENTOS CIENTIFICOS ';; 'EXPERIENCIAS ';; 'ENERGIA ';; 'METEOROLOGIA ';; 'FISICA ';; 'QUIMICA ';; 'NIVEL INICIAL | 987-1061-41-2
###
 | Lázara, Juan Antonio | Guía de cursos y carreras cortas | Buenos Aires | Lázara | 2006 | CURSOS ';; 'CARRERAS ';; 'GUIAS DE ESTUDIO | 987-9339-34-7
###
 | Davies, Paul A | All Stars | Hong Kong | Oxford University Press | 2003 | INGLES ';; 'LIBROS DE TEXTO | 0-19-454084-9
###
 | Sarmiento, Domingo Faustino | Facundo o civilización y barbarie | Buenos Aires | Centro Editor de Cultura | 2005 | NARRATIVA ARGENTINA ';; 'LITERATURA ARGENTINA ';; 'HISTORIA ARGENTINA ';; 'ROMANTICISMO | 987-22037-5-X
###
 |  | El oficio de docente: vocación, trabajo y profesión en el siglo XXI | Buenos Aires | Siglo XXI | 2006 | POLITICA EDUCATIVA ';; 'FORMACION PROFESIONAL ';; 'FORMACION  DOCENTE ';; 'ROL DEL DOCENTE ';; 'REMUNERACION DE LOS DOCENTES | 987-1220-65-0
###
 |  | Enseñar y entender a los niños pequeños | Buenos Aires | Novedades Educativas | 2007 | LITERATURA INFANTIL ';; 'MUSICA ';; 'EDUCACION PREESCOLAR ';; 'ENSENANZA DE LAS MATEMATICAS ';; 'EXPRESION CORPORAL ';; 'CONDUCTA INFANTIL | 978-987-538-202-2
###
 | Dos Santos Lara, José Angel | Zoología | Buenos Aires | Troquel | 1978 | ZOOLOGIA ';; 'LIBROS DE TEXTO | 
###
 |  | Sueño con la paz | Buenos Aires | Atlántida | 1994 | EDUCACION PARA LA PAZ ';; 'PAZ ';; 'GUERRA ';; 'NINOS ';; 'VICTIMAS ';; 'DERECHOS DEL NINO | 950-08-1253-3
###
 | Isaacs, Jorge | María  | Buenos Aires | Centro Editor de América Latina | 1979 | NOVELAS ';; 'NOVELAS ROMANTICAS ';; 'LITERATURA LATINOAMERICANA | 
###
 |  | Curso básico de computación | Colombia | Clasa (Cultural Librera Americana S.A.) | 1995 | COMPUTACION ';; 'INFORMATICA ';; 'LIBROS DE TEXTO | 950-771-142-2
###
 |  | Manual Kapelusz 3 | Buenos Aires | Kapelusz | 1978 | LIBROS DE TEXTO ';; 'MATEMATICAS ';; 'LENGUA ';; 'CIENCIAS NATURALES ';; 'CIENCIAS SOCIALES | 
###
 | Repetto, Celina | Geometría I | Buenos Aires | Kapelusz | 1960 | GEOMETRIA ';; 'LIBROS DE TEXTO | 
###
 | Roggau, Zunilda | Tell | Rosario | Nuevo Parhadigma | 2001 | TESAURO ';; 'LENGUA ';; 'LITERATURA ';; 'BIBLIOTECAS | 987-96536-4-5
###
 | Thiers, Sergio Omar | El suicidio en la Policía comodorense (1985 - 2003) | Rawson | Secretaría de Cultura de la Provicia del Chubut | 2006 | POLICIA ';; 'SUICIDIO ';; 'TRABAJO SOCIAL ';; 'INVESTIGACION ';; 'SALUD MENTAL | 987-22891-2-3
###
 |  | Lengua 2 | Buenos Aires | Edebé | 1997 | LIBROS DE TEXTO ';; 'LENGUA | 987-9034-9-6
###
 |  | Lengua 5 | Buenos Aires | Edebé | 1996 | LIBROS DE TEXTO ';; 'LENGUA | 987-9034-9-6
###
 | Mérega, Herminia | Antología Literaria 9 | Buenos Aires | Santillana | 1998 | ANTOLOGIAS ';; 'LIBROS DE TEXTO | 950-46-0482-X
###
 | Gutiérrez, Fermín Estrella | Nociones de literatura española, hispanoamericana y argentina | Buenos Aires | Kapelusz | 1959 | LITERATURA ARGENTINA ';; 'ANTOLOGIAS ';; 'LITERATURA ESPANOLA ';; 'LITERATURA HISPANOAMERICANA | 
###
 |  | Precisiones sobre el origen y procedencia de los caballos Mancha y Gato | Rawson | Secretaría de Cultura del Chubut | 2007 | INVESTIGACION ';; 'RELATOS | 
###
 | Santos, Gustavo | Las huellas de Thomas en la arena | Rawson | Secretaría de Cultura del Chubut | [2004] | CUENTOS ';; 'LITERATURA PATAGONICA ';; 'LITERATURA ARGENTINA | 
###
 | Gallardo, Claudio Daniel | Cushamen | Rawson | Secretaría de Cultura del Chubut | 2006 | FOTOS ';; 'HISTORIA DE CHUBUT ';; 'RELATOS ';; 'LEYENDAS MAPUCHES | 987-98934-6-7
###
 | Edmunds, Geraint | La leyenda de la Diosa - Madre | Rawson | Secretaría de Cultura de la Provicia del Chubut | 2006 | NOVELAS ';; 'LITERATURA PATAGONICA ';; 'LITERATURA ARGENTINA | 
###
 |  | Congreso internacional sobre la universidad iberoamericana | Madrid | OEI | 2000 | UNIVERSIDADES ';; 'COOPERACION INTERNACIONAL ';; 'COOPERACION UNIVERSITARIA ';; 'GLOBALIZACION | 84-7666-110-X
###
 | Lacau, María Hortensia | Antología 1 | Buenos Aires | Kapelusz | [1970] | LENGUA ';; 'ENSENANZA DE LA LITERATURA ';; 'LIBROS DE TEXTO ';; 'ANALISIS LITERARIO | 
###
 | Kaufman, Ruth | Nuevo peldaño 3 | Buenos Aires | Kapelusz | 1989 | ACTIVIDADES DE APRENDIZAJE ';; 'LENGUA ';; 'LIBROS DE TEXTO | 950-13-0669-0
###
 | Starico de Accomo, Mabel Nelly | Nuestros amigos | Buenos Aires | Estrada | 1992 | LIBROS DE TEXTO ';; 'LENGUA | 950-01-0379-6
###
 |  | Lengua 6 EGB | Buenos Aires | Santillana | 1996 | LENGUA ';; 'RECURSOS ';; 'GUIAS ';; 'ACTIVIDADES ';; 'LIBROS DE TEXTO | 950-46-0390-4
###
 | Hurrel, Silvia | Cuadernito borrador 1 | Buenos Aires | Aique | 2004 |  | 950-701-945-6
###
 | Aime, Susana M. | Lengua vosz en onda. Módulo 1 | Buenos Aires | Estrada | 1992 | ENSENANZA DE LA LENGUA MATERNA ';; 'LENGUAJE ';; 'LIBROS DE TEXTO | 950-01-0460-5
###
 |  | El diario de Esquel | Rawson | Secretaría de Cultura del Chubut | 2006 | DIARIOS ';; 'HISTORIA DE CHUBUT | 
###
 | Risso de Sperber, Elsa | Cuaderno de redacción, sintaxis y ortografía I | Buenos Aires | Estrada | 1993 | REDACCION ';; 'SINTAXIS ';; 'ORTOGRAFIA ';; 'MEJORA DE LA ESCRITURA | 950-01-0019-3
###
 | Risso de Sperber, Elsa | Cuaderno de redacción, sintaxis y ortografía III | Buenos Aires | Estrada | 1993 | REDACCION ';; 'SINTAXIS ';; 'ORTOGRAFIA ';; 'MEJORA DE LA ESCRITURA | 950-01-01333-5
###
 |  | Antografía 4  | Buenos Aires | Puerto de Palos | 2001 | LENGUA ';; 'LITERATURA ';; 'ORTOGRAFIA ';; 'LIBROS DE TEXTO | 987-9273-82-6
###
 |  | Lengua 4 EGB | Buenos Aires | Santillana | 1996 | LENGUA ';; 'RECURSOS ';; 'GUIAS ';; 'ACTIVIDADES ';; 'LIBROS DE TEXTO | 950-46-0375-0
###
 | Rodari, Gianni | Gramática de la fantasía | Buenos Aires | Colihue | 1993 | CREATIVIDAD ';; 'DESARROLLO DE LA CREATIVIDAD ';; 'ESCRITURA ';; 'JUEGOS EDUCATIVOS ';; 'DESARROLLO DEL LENGUAJE ';; 'IMAGINACION ';; 'EXPRESION ORAL ';; 'TALLERES LITERARIOS | 950-581-643-X
###
 | Mangiola, Norma Bedetta | Flecha de sueño | Bahía Blanca | Instituto Superior "Juan XXIII" | 1998 | CUENTOS ';; 'LITERATURA ARGENTINA | 950-9771-26-0
###
 |  | Lengua 1 | Buenos Aires | Edebé | 1997 | LIBROS DE TEXTO ';; 'LENGUA | 987-9252-05-5
###
 | Lusán, Pedro | Ingrediar.. | Buenos Aires | Instituto Salesiano de Artes Gráficas | 1983 |  | 950-514-326-5
###
 | Díaz D`Onofrio, Lila N. | Animus Corrigendi | Buenos Aires | Dunken | 2002 | CARTAS (CORRESPONDENCIAS) | 987-518-929-4
###
 | Beltrame, Beatriz | Es tiempo de evaluaciones | Mendoza | Dinámica educativa | 2007 | EVALUACION ';; 'INSTRUMENTOS DE MEDICION ';; 'EVALUACION DEL ALUMNO ';; 'METODOS DE EVALUACION | 
###
 |  | Documento de apoyo: modelos de grillas para la evaluación de las instituciones educativas | Mendoza | Dinámica educativa | 2007 | EVALUACION ';; 'INSTITUCIONES EDUCACIONALES ';; 'INSTRUMENTOS DE MEDICION ';; 'EVALUACION DEL ALUMNO ';; 'DIAGNOSTICO EDUCACIONAL | 
###
 | Ferrer, Horacio | Juanito Laguna ayuda a su madre | Buenos Aires | Además | 2007 | MUSICA ';; 'TANGO ';; 'POESIAS ';; 'LITERATURA INFANTIL | 987-23530-3-2
###
 | Ferrer, Horacio | Chiquilín de Bachín | Buenos Aires | Además | 2007 | MUSICA ';; 'TANGO ';; 'POESIAS ';; 'LITERATURA INFANTIL | 987-23530-2-5
###
 | Blázquez, Eladia | Sueño de barrilete | Buenos Aires | Además | 2007 | MUSICA ';; 'TANGO ';; 'POESIAS ';; 'LITERATURA INFANTIL | 987-23530-0-1
###
 | Yiso, Reinaldo | El sueño del pibe | Buenos Aires | Además | 2007 | MUSICA ';; 'TANGO ';; 'POESIAS ';; 'LITERATURA INFANTIL ';; 'LITERATURA JUVENIL | 987-23530-1-8
###
 | Maquieira, Lidia Susana | El desarrollo emocional del niño pequeño | Buenos Aires | Novedades Educativas | 2007 | AMBIENTE EDUCACIONAL ';; 'DESARROLLO DEL NINO ';; 'PSICOLOGIA DEL NINO | 987-538-208-4
###
 |  | Nuevas tecnologías, saberes, amores y violencia | Buenos Aires | Novedades Educativas | 2007 | TECNOLOGIA DE LA INFORMACION ';; 'DIFICULTADES EN EL APRENDIZAJE ';; 'NUEVAS TECNOLOGIAS ';; 'GRUPOS DESFAVORECIDOS ';; 'EDUCACION PRIMARIA ';; 'EDUCACION SECUNDARIA | 987-538-207-7
###
